Date,Open,High,Low,Close,Adj Close,Volume
2019-07-10,null,null,null,null,null,null
2019-07-11,null,null,null,null,null,null
2019-07-12,null,null,null,null,null,null
2019-07-14,null,null,null,null,null,null
2019-07-15,57.400002,57.500000,56.849998,56.860001,56.860001,3219
2019-07-16,55.500000,55.650002,54.700001,55.160000,55.160000,5193
2019-07-17,55.799999,55.799999,54.810001,54.810001,54.810001,1957
2019-07-18,null,null,null,null,null,null
2019-07-19,null,null,null,null,null,null
2019-07-21,null,null,null,null,null,null
2019-07-22,null,null,null,null,null,null
2019-07-23,null,null,null,null,null,null
2019-07-24,null,null,null,null,null,null
2019-07-25,null,null,null,null,null,null
2019-07-26,null,null,null,null,null,null
2019-07-28,null,null,null,null,null,null
2019-07-29,54.919998,55.240002,54.580002,55.130001,55.130001,3810
2019-07-30,55.340000,55.770000,55.340000,55.770000,55.770000,2549
2019-07-31,56.290001,56.290001,56.270000,56.270000,56.270000,1486
2019-08-01,55.520000,55.520000,52.310001,52.730000,52.730000,4235
2019-08-02,53.250000,53.880001,53.250000,53.770000,53.770000,1383
2019-08-04,null,null,null,null,null,null
2019-08-05,52.740002,53.349998,52.639999,52.820000,52.820000,11061
2019-08-06,52.970001,53.070000,52.139999,52.139999,52.139999,14440
2019-08-07,51.139999,51.180000,49.599998,49.820000,49.820000,22625
2019-08-08,50.599998,50.599998,50.459999,50.480000,50.480000,2028
2019-08-09,51.209999,51.779999,51.209999,51.700001,51.700001,3545
2019-08-11,51.520000,51.520000,51.520000,51.520000,51.520000,19
2019-08-12,51.779999,51.860001,51.759998,51.860001,51.860001,2839
2019-08-13,53.230000,54.279999,53.230000,54.230000,54.230000,8838
2019-08-14,52.650002,52.720001,51.930000,52.689999,52.689999,5843
2019-08-15,51.400002,52.130001,51.400002,51.849998,51.849998,9632
2019-08-16,51.910000,51.970001,51.570000,51.770000,51.770000,16158
2019-08-18,null,null,null,null,null,null
2019-08-19,52.430000,52.560001,52.430000,52.560001,52.560001,2982
2019-08-20,52.610001,52.900002,52.130001,52.900002,52.900002,10462
2019-08-21,53.430000,53.720001,53.209999,53.209999,53.209999,16353
2019-08-22,53.369999,53.369999,53.209999,53.209999,53.209999,359
2019-08-23,51.349998,51.630001,51.189999,51.380001,51.380001,5503
2019-08-25,null,null,null,null,null,null
2019-08-26,52.360001,52.380001,51.470001,51.470001,51.470001,14606
2019-08-27,52.160000,52.369999,51.410000,52.270000,52.270000,67546
2019-08-28,53.000000,53.000000,53.000000,53.000000,53.000000,1029
2019-08-29,52.610001,53.439999,52.610001,53.040001,53.040001,66954
2019-08-30,52.790001,52.790001,51.770000,51.770000,51.770000,13979
2019-09-01,null,null,null,null,null,null
2019-09-03,51.349998,51.349998,50.470001,51.310001,51.310001,17921
2019-09-04,52.220001,53.380001,52.220001,53.380001,53.380001,47189
2019-09-05,53.139999,54.439999,53.139999,53.209999,53.209999,39850
2019-09-06,53.259998,53.730000,52.099998,53.549999,53.549999,12378
2019-09-08,53.840000,53.849998,53.840000,53.849998,53.849998,67
2019-09-09,53.830002,54.669998,53.779999,54.430000,54.430000,13043
2019-09-10,54.480000,55.080002,53.980000,54.500000,54.500000,88336
2019-09-11,54.419998,54.630001,53.000000,53.270000,53.270000,20799
2019-09-12,53.310001,53.310001,51.959999,52.630001,52.630001,7940
2019-09-13,52.689999,52.910000,52.549999,52.549999,52.549999,8746
2019-09-15,55.459999,55.950001,55.459999,55.869999,55.869999,2593
2019-09-16,54.980000,55.750000,54.400002,54.970001,54.970001,460788
2019-09-17,54.910000,55.400002,53.580002,53.580002,53.580002,201131
2019-09-18,53.779999,54.279999,53.410000,53.610001,53.610001,66925
2019-09-19,53.669998,54.540001,53.669998,54.279999,54.279999,189079
2019-09-20,54.299999,54.650002,54.000000,54.000000,54.000000,22590
2019-09-22,54.889999,54.889999,54.889999,54.889999,54.889999,1
2019-09-23,54.099998,54.520000,54.099998,54.270000,54.270000,16539
2019-09-24,54.150002,54.150002,53.160000,53.189999,53.189999,8920
2019-09-25,52.830002,52.970001,52.270000,52.700001,52.700001,6786
2019-09-26,52.830002,52.980000,52.500000,52.790001,52.790001,8210
2019-09-27,52.490002,52.910000,51.459999,52.349998,52.349998,33024
2019-09-29,null,null,null,null,null,null
2019-09-30,52.389999,52.389999,51.570000,51.570000,51.570000,9747
2019-10-01,51.750000,51.830002,50.759998,50.970001,50.970001,19956
2019-10-02,51.270000,51.270000,49.869999,50.310001,50.310001,44928
2019-10-03,49.889999,50.310001,49.150002,50.000000,50.000000,66340
2019-10-04,50.369999,50.730000,50.369999,50.630001,50.630001,32015
2019-10-06,null,null,null,null,null,null
2019-10-07,51.009998,51.389999,50.610001,50.900002,50.900002,31692
2019-10-08,51.150002,51.150002,50.180000,50.990002,50.990002,6735
2019-10-09,50.799999,51.700001,50.799999,51.000000,51.000000,29486
2019-10-10,50.869999,51.860001,50.669998,51.820000,51.820000,60368
2019-10-11,51.939999,53.180000,51.939999,53.150002,53.150002,40727
2019-10-13,null,null,null,null,null,null
2019-10-14,52.230000,52.270000,51.750000,52.250000,52.250000,7628
2019-10-15,52.189999,52.360001,51.709999,52.220001,52.220001,14394
2019-10-16,51.750000,52.200001,51.549999,52.029999,52.029999,107051
2019-10-17,51.540001,51.689999,51.419998,51.419998,51.419998,1215
